中央电视,#genre#,
北美焦点新闻台,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/qljdhd_iphone.m3u8,0.1s
PEARL DRAMA,https://amg01868-amg01868c5-tvbanywhere-us-4493.playouts.now.amagi.tv/playlist/amg01868-tvbusa-tvbpearldrama-tvbanywhereus/playlist.m3u8,0.1s
KTLA,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/98469.ts,0.1s
ACCU WEATHER,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/114265.ts,0.1s
BEIN SPORTS LALIGA,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/28014.ts,0.1s
BEIN SPORTS XTRA,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/114577.ts,0.1s
BBC NEWS,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/109111.ts,0.1s
BEIN SPORTS N,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/27685.ts,0.1s
CNN INTL,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/119460.ts,0.1s
CNA,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/119453.ts,0.1s
CP 24,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/36921.ts,0.1s
CGTN DOCUMENTARY,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/110127.ts,0.1s
CNBC,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/1346.ts,0.1s
CNN,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/1347.ts,0.1s
FOX BUSINSS,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/27167.ts,0.1s
FOX WEATHER,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/118687.ts,0.1s
MSNBC,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/30001.ts,0.1s
FS1,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/118498.ts,0.1s
FS2,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/38483.ts,0.1s
NOW SPORTS 4K,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/120336.ts,0.1s
FRANCE 24,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/119471.ts,0.1s
FOX DEPORTES,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/36267.ts,0.1s
RACING TV,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/37186.ts,0.1s
RTE NEWS,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/98809.ts,0.1s
TNT SPORTS 1,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/118634.ts,0.1s
TNT SPORTS,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/118637.ts,0.1s
TNT SPORTS,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/118638.ts,0.1s
TNT SPORTS,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/118635.ts,0.1s
TNT SPORTS,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/118636.ts,0.1s
TSN 1,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/1621.ts,0.1s
TSN 4,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/1624.ts,0.1s
NBC NEWS NOW,https://xumo-drct-nbcnn-ir8ze.fast.nbcuni.com/live/master.m3u8,0.1s
蔡依林演唱会,https://alimov2.a.kwimgs.com/upic/2020/07/13/17/BMjAyMDA3MTMxNzEyMzZfODY2NDU4ODQ1XzMyMjk2MDQ4MzQ4XzJfMw==_b_B8f6ffb1ac85e8c6f0363ee3c3076d8df.mp4,0.1s
ViuTV,https://10.fast.hidns.vip/163189/viu/,0.1s
RTHK31,https://fast.hidns.vip/163189/rthk31,0.1s
翡翠台(字幕),https://cdn3.indevs.in/stream/tvb/fct/,0.1s
Astro AOD,https://cdn3.indevs.in/stream/live/aod/,0.1s
重温经典,https://168.sryze.cc/163189/cwjd,0.1s
鳳凰衛視中文台,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/pxinhd_iphone.m3u8,0.11s
無綫新聞台,https://h5cdn3.kylintv.tv/live/tvbnews_iphone.m3u8,0.11s
KCAL,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/109404.ts,0.11s
KCBS,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/109405.ts,0.11s
AL JAZEERA,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/119442.ts,0.11s
BEIN SPORTS USA,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/1501.ts,0.11s
KTTV,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/106405.ts,0.11s
KTLA,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/98469.ts,0.11s
FANDUEL RACING,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/97589.ts,0.11s
THE WEATHER CHANNEL,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/102226.ts,0.11s
徐良精选30首(1小时),https://alimov2.a.kwimgs.com/upic/2024/05/08/20/BMjAyNDA1MDgyMDAyMjFfMTg1NzcxNTYxOF8xMzE5MDIyNTY0NzNfMl8z_b_B62cb1e50d6a0dea4efc3e6da93662aa4.mp4,0.11s
网络神曲,https://alimov2.a.kwimgs.com/bs3/video-hls/5223049755640550547_hlsb.m3u8,0.11s
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4,0.11s
ViuTVsix,https://10.fast.hidns.vip/163189/viu6/,0.11s
龙华洋片,https://8.fast.hidns.vip/163189/lhyp,0.11s
天映新加坡,https://10.fast.hidns.vip/163189/typd/,0.11s
华丽翡翠台(新加坡),https://cdn3.indevs.in/stream/live/jade/,0.11s
Astro欢喜台,https://cdn3.indevs.in/stream/live/hxt/,0.11s
翡翠台(WebVTT字幕),https://10.fast.hidns.vip/163189/fct/,0.11s
漢天衛視,http://38.64.72.148/hls/modn/list/4025/playlist.m3u8,0.12s
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub,0.12s
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub,0.12s
生活时尚HD,http://38.75.136.137:98/gslb/dsdqpub/shsshd.m3u8?auth=testpub,0.12s
湖北经视,http://38.75.136.137:98/gslb/dsdqpub/hbjs.m3u8?auth=testpub,0.12s
湖北教育,http://38.75.136.137:98/gslb/dsdqpub/hbjy.m3u8?auth=testpub,0.12s
湖北垄上,http://38.75.136.137:98/gslb/dsdqpub/hbls.m3u8?auth=testpub,0.12s
湖北综合,http://38.75.136.137:98/gslb/dsdqpub/hbzh.m3u8?auth=testpub,0.12s
青岛休闲资讯,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv4.m3u8?auth=testpub,0.12s
青岛都市频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv5.m3u8?auth=testpub,0.12s
KABC,http://primestreams.tv:826/live/TammyMccready/eGj6lFxVyG/109800.ts,0.12s
KABC,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/98469.ts,0.12s
KCAL,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/106298.ts,0.12s
KNBC,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/106497.ts,0.12s
ACCUWEATHER,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/102227.ts,0.12s
BLOOMBERG,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/102140.ts,0.12s
ALJAZEERA,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/112841.ts,0.12s
BBC WORLD NEWS,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/105861.ts,0.12s
CNN,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/102155.ts,0.12s
CNN INTL,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/112859.ts,0.12s
FANDUEL TV,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/105975.ts,0.12s
Bloomberg,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/102140.ts,0.12s
REUTERS TV,https://amg00453-reuters-amg00453c1-samsung-de-2111.playouts.now.amagi.tv/playlist/amg00453-reuters-reuters-samsungde/playlist.m3u8,0.12s
许嵩精选30首(2小时),https://alimov2.a.kwimgs.com/upic/2020/09/14/21/BMjAyMDA5MTQyMTMzMDdfODI4NTk1NTQ0XzM2MDUzMTE1NjM5XzJfMw==_b_B789c6ea6a87d1b67019f19f16c9f71f7.mp4,0.12s
翡翠台,https://cdn6.cc.cd/163189/fct,0.12s
华丽翡翠台,https://cdn6.cc.cd/163189/hlfct,0.12s
福建公共,https://live.264788.xyz/channel/fujianxiangcungonggong?streamid=1cf7fc3a8f6d160c33b43c2f9507a0cc&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,0.12s
福建公共,https://live.264788.xyz/channel/fujianxiangcungonggong?streamid=2987cc24bada6a8c25589409a6452d9e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,0.12s
风云音乐,https://live.264788.xyz/channel/fengyunyinyue?streamid=1b41fb9153cba3ee19bd5d1b323da27e&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,0.12s
明珠台(字幕),https://cdn3.indevs.in/stream/tvb/mzt/,0.12s
金光布袋戏,https://cdn3.indevs.in/stream/live/jgbdx/,0.12s
天映经典,https://10.fast.hidns.vip/163189/ccm/,0.12s
天映频道,https://cdn3.indevs.in/stream/live/typd/,0.12s
千禧经典台,https://cdn3.indevs.in/stream/live/tvbc/,0.12s
明珠台(WebVTT字幕),https://10.fast.hidns.vip/163189/mzt/,0.12s
無綫新聞台,https://h5cdn3.kylintv.tv/live/tvbnews_iphone.m3u8,0.13s
華視,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/ctshd_iphone.m3u8,0.13s
廣西衛視,https://0a73-927f-c5b9-8335.kylintv.tv/live/guangxitv_iphone.m3u8,0.13s
東森中國台,http://38.64.72.148/hls/modn/list/2003/playlist.m3u8,0.13s
東森美洲衛視,http://38.64.72.148/hls/modn/list/2015/playlist.m3u8,0.13s
東森美洲HD,http://38.64.72.148/hls/modn/list/2016/playlist.m3u8,0.13s
民視新聞台,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8,0.13s
台視新聞台,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8,0.13s
深圳國際,http://38.64.72.148/hls/modn/list/4007/playlist.m3u8,0.13s
海峽衛視,http://38.64.72.148/hls/modn/list/4009/playlist.m3u8,0.13s
KTSF26洛杉磯三藩市,http://38.64.72.148/hls/modn/list/4026/playlist.m3u8,0.13s
美國城市衛視,http://38.64.72.148/hls/modn/list/4028/playlist.m3u8,0.13s
NOW爆谷台,http://173.208.234.146/live/nowbg.m3u8,0.13s
NOW星影台,http://173.208.234.146/live/nowxy.m3u8,0.13s
中旺电视,http://38.64.72.148:80/hls/modn/list/4010/chunklist1.m3u8,0.13s
漢天衛視,http://38.64.72.148/hls/modn/list/4025/playlist.m3u8,0.13s
KTSF26洛杉磯三藩市,http://38.64.72.148/hls/modn/list/4026/playlist.m3u8,0.13s
美國城市衛視ICITI,http://38.64.72.148/hls/modn/list/4028/playlist.m3u8,0.13s
中視新聞,http://4gtv.cnlive.club/channel/7e6461d6/index.m3u8?q=1782639885837,0.13s
中视,http://74.91.26.218:82/live/ctv.m3u8,0.13s
中视新闻,http://74.91.26.218:82/live/ctvnews.m3u8,0.13s
中视经典,http://74.91.26.218:82/live/ctvjd.m3u8,0.13s
中视菁采,http://74.91.26.218:82/live/ctvjc.m3u8,0.13s
台视,http://74.91.26.218:82/live/ttv.m3u8,0.13s
台视新闻,http://74.91.26.218:82/live/ttvnews.m3u8,0.13s
台视综合,http://74.91.26.218:82/live/ttvzh.m3u8,0.13s
台视财经,http://74.91.26.218:82/live/ttvcj.m3u8,0.13s
公视,http://74.91.26.218:82/live/pts.m3u8,0.13s
寰宇新聞台,http://4gtv.cnlive.club/channel/n4da4274/index.m3u8?q=1782639885837,0.13s
東森新聞台,http://4gtv.cnlive.club/channel/n5ca63a3a/index.m3u8?q=1782639885837,0.13s
東森財經新聞台,http://4gtv.cnlive.club/channel/57ce2e74/index.m3u8?q=1782639885837,0.13s
民視台灣台,http://4gtv.cnlive.club/channel/nce5d867/index.m3u8?q=1782639885837,0.13s
民視新聞台,http://4gtv.cnlive.club/channel/nca14742/index.m3u8?q=1782639885837,0.13s
原住民族電視台,http://4gtv.cnlive.club/channel/4f20dc68/index.m3u8?q=1782639885837,0.13s
公視戲劇,http://4gtv.cnlive.club/channel/7fdd881e/index.m3u8?q=1782639885837,0.13s
客家電視台,http://4gtv.cnlive.club/channel/n855e5fe/index.m3u8?q=1782639885837,0.13s
大愛電視,http://4gtv.cnlive.club/channel/n7d3037d2/index.m3u8?q=1782639885837,0.13s
人間衛視,http://4gtv.cnlive.club/channel/7ed5b6d3/index.m3u8?q=1782639885837,0.13s
靖天綜合台,http://4gtv.cnlive.club/channel/3f6ecb92/index.m3u8?q=1782639885837,0.13s
靖天電影台,http://4gtv.cnlive.club/channel/3fcf6ae8/index.m3u8?q=1782639885837,0.13s
靖洋戲劇台,http://4gtv.cnlive.club/channel/48117ce7/index.m3u8?q=1782639885837,0.13s
經典電影台,http://4gtv.cnlive.club/channel/n2eb7240a/index.m3u8?q=1782639885837,0.13s
KLT-靖天國際台,http://4gtv.cnlive.club/channel/n481b36ac/index.m3u8?q=1782639885837,0.13s
Nice TV 靖天歡樂台,http://4gtv.cnlive.club/channel/n122ce57e/index.m3u8?q=1782639885837,0.13s
中央新影-发现之旅,http://107.150.60.122/live/fxzl.m3u8,0.13s
中央新影-老故事,http://107.150.60.122/live/lgs.m3u8,0.13s
中国教育3,http://107.150.60.122/live/cetv3.m3u8,0.13s
广东新闻,http://107.150.60.122/live/gdxw.m3u8,0.13s
广东珠江,http://107.150.60.122/live/gdzj.m3u8,0.13s
广东体育,http://107.150.60.122/live/gdty.m3u8,0.13s
广西新闻,http://107.150.60.122/live/gxxw.m3u8,0.13s
广西国际,http://107.150.60.122/live/gxgj.m3u8,0.13s
广西影视,http://107.150.60.122/live/gxys.m3u8,0.13s
广西综艺旅游,http://107.150.60.122/live/gxzy.m3u8,0.13s
广西都市,http://107.150.60.122/live/gxds.m3u8,0.13s
湖南娱乐,http://107.150.60.122/live/hnyl.m3u8,0.13s
吉林都市,http://107.150.60.122/live/jlds.m3u8,0.13s
湖南教育,http://107.150.60.122/live/hnjy.m3u8,0.13s
吉林综艺文化,http://107.150.60.122/live/jlfz.m3u8,0.13s
吉林生活,http://107.150.60.122/live/jlsh.m3u8,0.13s
江西新闻频道,http://107.150.60.122/live/jxtv7.m3u8,0.13s
成龙电影,http://107.150.60.122/live/lbcl.m3u8,0.13s
周润发电影,http://107.150.60.122/live/lbzrf.m3u8,0.13s
林正英影院,http://107.150.60.122/live/lblzy.m3u8,0.13s
CHC家庭影院,http://69.30.245.50/live/chcjt.m3u8,0.13s
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgga.m3u8?auth=testpub,0.13s
第一财经HD,http://38.75.136.137:98/gslb/dsdqpub/dycjhd.m3u8?auth=testpub,0.13s
湖北生活,http://38.75.136.137:98/gslb/dsdqpub/hbty.m3u8?auth=testpub,0.13s
湖北影视,http://38.75.136.137:98/gslb/dsdqpub/hbys.m3u8?auth=testpub,0.13s
青岛新闻综合,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv1.m3u8?auth=testpub,0.13s
青岛生活服务,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv2.m3u8?auth=testpub,0.13s
青岛影视频道,http://38.75.136.137:98/gslb/dsdqpub/sdqdtv3.m3u8?auth=testpub,0.13s
CNN,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/105877.ts,0.13s
FOX WEATHER,http://bgdc.live:25461/rodneyb5777/5777/56245,0.13s
NBC NEWS NOW,https://livehub-voidnet.onrender.com/cluster/streamcore/us/NBC_REDIS.m3u8,0.13s
公视戏剧,http://4gtv.cnlive.club/channel/7fdd881e/index.m3u8?q=1782639885837,0.13s
寰宇新闻台,http://4gtv.cnlive.club/channel/n4da4274/index.m3u8?q=1782639885837,0.13s
经典电影台,http://4gtv.cnlive.club/channel/n2eb7240a/index.m3u8?q=1782639885837,0.13s
三立综合台,http://4gtv.cnlive.club/channel/45c7d3e3/index.m3u8?q=1782639885837,0.13s
中视新闻,http://4gtv.cnlive.club/channel/7e6461d6/index.m3u8?q=1782639885837,0.13s
华丽翡翠台,https://cdn6.cc.cd/163189/jade,0.13s
台视,http://74.91.26.218:82/live/ttv.m3u8,0.13s
台视财经,http://74.91.26.218:82/live/ttvcj.m3u8,0.13s
中视,http://74.91.26.218:82/live/ctv.m3u8,0.13s
台视新闻,http://74.91.26.218:82/live/ttvnews.m3u8,0.13s
中视菁采台,http://74.91.26.218:82/live/ctvjc.m3u8,0.13s
中视经典,http://74.91.26.218:82/live/ctvjd.m3u8,0.13s
中视新闻,http://74.91.26.218:82/live/ctvnews.m3u8,0.13s
CETV-1,http://198.204.228.26/live/cetv1hd.m3u8,0.13s
广西新闻,http://192.151.150.154/live/gxxw.m3u8,0.13s
广西国际,http://192.151.150.154/live/gxgj.m3u8,0.13s
CHC家庭影院,http://198.204.228.26/live/chcjt.m3u8,0.13s
CHC家庭影院,http://107.150.60.122/live/chcjt.m3u8,0.13s
CHC家庭影院,http://192.151.150.154/live/chcjt.m3u8,0.13s
CHC动作电影,http://107.150.60.122/live/chcdz.m3u8,0.13s
CHC动作电影,http://198.204.228.26/live/chcdz.m3u8,0.13s
风云音乐,https://live.264788.xyz/channel/fengyunyinyue?streamid=be37d16b874e7ba11dd383d7ecd75752&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,0.13s
华丽翡翠台,https://cdn3.indevs.in/stream/live/hlt/,0.13s
爱奇艺,https://cdn3.indevs.in/stream/live/iqiyi/,0.13s
民視,http://4gtv.cnlive.club/channel/n7222a63c/index.m3u8?q=1782639885837,0.13s
中視,http://4gtv.cnlive.club/channel/n722644d8/index.m3u8?q=1782639885837,0.13s
華視,http://4gtv.cnlive.club/channel/n721fc25a/index.m3u8?q=1782639885837,0.13s
三立綜合台,http://4gtv.cnlive.club/channel/45c7d3e3/index.m3u8?q=1782639885837,0.13s
客家電視台,http://4gtv.cnlive.club/channel/n855e5fe/index.m3u8?q=1782639885837,0.13s
靖天綜合台,http://4gtv.cnlive.club/channel/3f6ecb92/index.m3u8?q=1782639885837,0.13s
鏡電視新聞台,http://4gtv.cnlive.club/channel/351c8485/index.m3u8?q=1782639885837,0.13s
東森財經新聞台,http://4gtv.cnlive.club/channel/57ce2e74/index.m3u8?q=1782639885837,0.13s
中視新聞,http://4gtv.cnlive.club/channel/7e6461d6/index.m3u8?q=1782639885837,0.13s
寰宇新聞台,http://4gtv.cnlive.club/channel/n4da4274/index.m3u8?q=1782639885837,0.13s
寰宇新聞台灣台,http://4gtv.cnlive.club/channel/n37458587/index.m3u8?q=1782639885837,0.13s
靖天資訊台,http://4gtv.cnlive.club/channel/3fae463b/index.m3u8?q=1782639885837,0.13s
靖洋戲劇台,http://4gtv.cnlive.club/channel/48117ce7/index.m3u8?q=1782639885837,0.13s
鳳凰衛視資訊台,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/pxinhd_iphone.m3u8,0.14s
民視,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/formosatv_iphone.m3u8,0.14s
湖南衛視,https://ed6e-f4b7-af48-6d55.kylintv.tv/live/huntvhd_iphone.m3u8,0.14s
中旺電視,http://38.64.72.148/hls/modn/list/4010/playlist.m3u8,0.14s
東森超視美洲台,http://38.64.72.148/hls/modn/list/2013/playlist.m3u8,0.14s
镜新闻,http://4gtv.cnlive.club/channel/351c8485/index.m3u8?q=1782639885837,0.14s
广东珠江,http://74.91.26.218:82/live/gdzj.m3u8,0.14s
广东新闻,http://74.91.26.218:82/live/gdxw.m3u8,0.14s
公视台语台,http://74.91.26.218:82/live/ptsty.m3u8,0.14s
小公视,http://74.91.26.218:82/live/ptsse.m3u8,0.14s
鏡電視新聞台,http://4gtv.cnlive.club/channel/351c8485/index.m3u8?q=1782639885837,0.14s
中視新聞,http://4gtv.cnlive.club/channel/7e6461d6/index.m3u8?q=1782639885837,0.14s
三立新聞iNEWS,http://4gtv.cnlive.club/channel/4fa717ad/index.m3u8?q=1782639885837,0.14s
華視新聞,http://4gtv.cnlive.club/channel/n692bc32c/index.m3u8?q=1782639885837,0.14s
三立綜合台,http://4gtv.cnlive.club/channel/45c7d3e3/index.m3u8?q=1782639885837,0.14s
民視綜藝台,http://4gtv.cnlive.club/channel/nc46cff5/index.m3u8?q=1782639885837,0.14s
AMC电影台,http://4gtv.cnlive.club/channel/n4f2af9e/index.m3u8?q=1782639885837,0.14s
靖天卡通台,http://4gtv.cnlive.club/channel/3ed78a45/index.m3u8?q=1782639885837,0.14s
靖天育乐台,http://4gtv.cnlive.club/channel/3f7d0a6e/index.m3u8?q=1782639885837,0.14s
公视,http://74.91.26.218:82/live/pts.m3u8,0.14s
公视台语台,http://74.91.26.218:82/live/ptsty.m3u8,0.14s
福建旅游,https://live.264788.xyz/channel/fujianlvyou?streamid=221239fcf3c7edb274f2f0760fe47f96&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,0.14s
大愛電視,http://4gtv.cnlive.club/channel/n7d3037d2/index.m3u8?q=1782639885837,0.14s
民視台灣台,http://4gtv.cnlive.club/channel/nce5d867/index.m3u8?q=1782639885837,0.14s
原住民族電視台,http://4gtv.cnlive.club/channel/4f20dc68/index.m3u8?q=1782639885837,0.14s
靖洋卡通Nice Bingo,http://4gtv.cnlive.club/channel/n15c65427/index.m3u8?q=1782639885837,0.14s
東森新聞台,http://4gtv.cnlive.club/channel/n5ca63a3a/index.m3u8?q=1782639885837,0.14s
民視綜藝台,http://4gtv.cnlive.club/channel/nc46cff5/index.m3u8?q=1782639885837,0.14s
1314容祖儿演唱会,https://h5vod.kylintv.tv/vod/vol25/hd/20141115/hd1314rzeych0qt/hd1314rzeych0qt.mp4/hd1314rzeych0qt_1_2500_ipad.mp4.m3u8,0.15s
寰宇新聞台灣台,http://4gtv.cnlive.club/channel/n37458587/index.m3u8?q=1782639885837,0.15s
中視,http://4gtv.cnlive.club/channel/n722644d8/index.m3u8?q=1782639885837,0.15s
民視台灣台,http://4gtv.cnlive.club/channel/nce5d867/index.m3u8?q=1782639885837,0.15s
寰宇新聞台灣台,http://4gtv.cnlive.club/channel/n37458587/index.m3u8?q=1782639885837,0.15s
民視第一台,http://4gtv.cnlive.club/channel/nc56ba28/index.m3u8?q=1782639885837,0.15s
靖天戲劇台,http://4gtv.cnlive.club/channel/3f07b409/index.m3u8?q=1782639885837,0.15s
靖天日本台,http://4gtv.cnlive.club/channel/3f1816f7/index.m3u8?q=1782639885837,0.15s
靖天育樂台,http://4gtv.cnlive.club/channel/3f7d0a6e/index.m3u8?q=1782639885837,0.15s
beIN SPORTS XTRA en Espanol,https://bein-esp-xumo.amagi.tv/playlist.m3u8,0.15s
Stingray Easy Listening,https://lotus.stingray.com/manifest/ose-137ads-montreal/samsungtvplus/master.m3u8,0.15s
伍佰合集,http://vd3.bdstatic.com/mda-pe07i71fkd531zj1/sc/bd265_cae_roi_v5/1682947766065803786/mda-pe07i71fkd531zj1.mp4,0.15s
猪哥亮歌厅秀,http://4gtv.cnlive.club/channel/n4271efdd/index.m3u8?q=1782639885837,0.15s
三立iNEWS,https://www.youtube.com/watch?v=CKjSm5ZeehE,0.15s
福建旅游,https://live.264788.xyz/channel/fujianlvyou?streamid=599c11c8b284751261b165f4d5765b36&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk,0.15s
龙祥电影,http://free.cnlive.club/channel/67548a4f.m3u8,0.15s
黄金华剧台(WebVTT字幕),https://10.fast.hidns.vip/163189/hjhjt/,0.15s
amc电影台,https://cdn12.178.indevs.in/163189/amc,0.15s
精选动漫台,https://cdn12.178.indevs.in/163189/jxdmt,0.15s
民視第一台,http://4gtv.cnlive.club/channel/nc56ba28/index.m3u8?q=1782639885837,0.15s
寰宇新聞台,http://4gtv.cnlive.club/channel/n4da4274/index.m3u8?q=1782639885837,0.16s
寰宇新闻台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34793,0.16s
镜新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34876,0.16s
寰宇新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34793,0.16s
寰宇新闻台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34870,0.16s
寰宇新聞台灣台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34794,0.16s
中視新聞,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34819,0.16s
中視經典,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34820,0.16s
中视,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34897,0.16s
中视新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34896,0.16s
中视经典,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34895,0.16s
中视菁采台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34894,0.16s
東森洋片,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34813,0.16s
東森綜合,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34814,0.16s
東森戲劇,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34816,0.16s
東森電影,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34815,0.16s
三立iNEWS新闻台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34909,0.16s
三立戲劇,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34803,0.16s
三立新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34805,0.16s
三立新闻HD,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34908,0.16s
三立综合,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34907,0.16s
非凡新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34832,0.16s
八大戲劇,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34801,0.16s
八大第一,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34802,0.16s
八大精彩,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34893,0.16s
八大综合,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34892,0.16s
公视,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34891,0.16s
公视戏剧,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34890,0.16s
台视,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34879,0.16s
台视新闻,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34878,0.16s
客家电视台,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34871,0.16s
猪哥亮歌舞厅秀,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34856,0.16s
大爱1,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34875,0.16s
博斯无限,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34885,0.16s
博斯运动1,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34884,0.16s
博斯运动2,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34883,0.16s
博斯高球1,http://31.43.191.125:8080/VIP019301734188047280/7bce5254f13d/34882,0.16s
